date,state,district,pincode,bio_age_5_17,bio_age_17_
23-09-2025,Daman and Diu,Daman,396215,1,1
23-09-2025,Daman and Diu,Diu,362520,1,0
22-08-2025,Daman and Diu,Daman,396220,2,1
25-08-2025,Daman and Diu,Daman,396210,7,4
26-08-2025,Daman and Diu,Diu,362540,0,3
01-09-2025,Daman and Diu,Diu,362520,0,3
01-09-2025,Daman and Diu,Diu,362570,3,2
15-07-2025,Daman and Diu,Diu,362570,3,12
05-08-2025,Daman and Diu,Daman,396220,5,2
05-08-2025,Daman and Diu,Diu,362520,1,2
06-08-2025,Daman and Diu,Daman,396210,11,4
06-08-2025,Daman and Diu,Diu,362520,5,3
29-08-2025,Daman and Diu,Daman,396215,1,0
29-08-2025,Daman and Diu,Diu,362540,3,0
27-10-2025,Daman and Diu,Daman,396210,12,7
25-10-2025,Daman and Diu,Daman,396210,5,5
29-10-2025,Daman and Diu,Diu,362570,1,2
28-10-2025,Daman and Diu,Daman,396210,5,5
28-10-2025,Daman and Diu,Daman,396215,0,2
04-11-2025,Daman and Diu,Daman,396215,2,1
04-11-2025,Daman and Diu,Daman,396220,3,2
04-11-2025,Daman and Diu,Diu,362520,7,3
30-10-2025,Daman and Diu,Daman,396220,0,2
30-10-2025,Daman and Diu,Diu,362570,2,2
31-10-2025,Daman and Diu,Daman,396210,4,3
01-11-2025,Daman and Diu,Daman,396215,1,0
03-11-2025,Daman and Diu,Daman,396220,3,1
06-11-2025,Daman and Diu,Diu,362520,3,2
24-11-2025,Daman and Diu,Daman,396210,7,8
24-11-2025,Daman and Diu,Daman,396215,1,0
24-11-2025,Daman and Diu,Diu,362520,0,1
05-12-2025,Daman and Diu,Daman,396215,0,1
05-12-2025,Daman and Diu,Diu,362570,5,2
08-11-2025,Daman and Diu,Daman,396210,6,3
06-12-2025,Daman and Diu,Daman,396210,5,7
03-12-2025,Daman and Diu,Diu,362520,1,2
03-12-2025,Daman and Diu,Diu,362540,1,3
03-12-2025,Daman and Diu,Diu,362570,13,6
02-12-2025,Daman and Diu,Daman,396210,7,9
12-12-2025,Daman and Diu,Daman,396210,3,5
12-12-2025,Daman and Diu,Daman,396215,0,2
11-12-2025,Daman and Diu,Daman,396210,9,8
11-12-2025,Daman and Diu,Daman,396215,0,1
11-12-2025,Daman and Diu,Diu,362520,2,1
21-11-2025,Daman and Diu,Diu,362540,3,0
22-11-2025,Daman and Diu,Daman,396210,7,9
18-11-2025,Daman and Diu,Daman,396210,7,12
18-11-2025,Daman and Diu,Diu,362520,16,0
19-11-2025,Daman and Diu,Diu,362520,12,1
19-11-2025,Daman and Diu,Diu,362540,23,0
19-11-2025,Daman and Diu,Diu,362570,4,2
13-11-2025,Daman and Diu,Daman,396215,2,1
13-11-2025,Daman and Diu,Diu,362570,13,2
20-11-2025,Daman and Diu,Daman,396220,4,0
20-11-2025,Daman and Diu,Diu,362520,10,2
07-11-2025,Daman and Diu,Daman,396220,1,3
07-11-2025,Daman and Diu,Diu,362520,2,1
10-11-2025,Daman and Diu,Daman,396220,2,2
12-11-2025,Daman and Diu,Daman,396210,4,7
12-11-2025,Daman and Diu,Diu,362540,15,5
11-11-2025,Daman and Diu,Daman,396220,1,0
26-11-2025,Daman and Diu,Diu,362570,12,1
27-11-2025,Daman and Diu,Daman,396220,4,0
15-11-2025,Daman and Diu,Diu,362520,1,0
25-11-2025,Daman and Diu,Diu,362570,12,2
28-11-2025,Daman and Diu,Diu,362520,1,2
28-11-2025,Daman and Diu,Diu,362570,0,6
29-11-2025,Daman and Diu,Diu,362570,1,1
